Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Return,Short_MA,Long_MA
,,,,,,,AMZN,AMZN,AMZN,AMZN,AMZN,,,
2021-02-02,2021,2,2,Tuesday,05,2021-05,169.0,171.39,168.06,169.0,141972000,0.011104214562255077,162.14357142857142,160.7704761904762
2021-02-03,2021,2,3,Wednesday,05,2021-05,171.25,171.7,165.43,165.63,141776000,-0.019961565909300982,162.66785714285714,160.99136363636364
2021-02-04,2021,2,4,Thursday,05,2021-05,166.5,167.35,163.89,166.55,73414000,0.005575845147329783,163.395,161.23304347826087
2021-02-05,2021,2,5,Friday,05,2021-05,165.95,168.85,165.14,167.61,72416000,0.006349415177487883,164.28071428571428,161.49875
2021-02-08,2021,2,8,Monday,06,2021-06,167.93,168.25,165.2,166.15,65148000,-0.008713780773966562,165.00285714285715,161.6848
2021-02-09,2021,2,9,Tuesday,06,2021-06,165.62,166.9,164.89,165.25,44070000,-0.00539885256244832,165.15142857142857,161.82192307692307
2021-02-10,2021,2,10,Wednesday,06,2021-06,165.7,165.9,162.7,164.33,63032000,-0.005573405440383872,165.07857142857142,161.9148148148148
2021-02-11,2021,2,11,Thursday,06,2021-06,164.6,164.6,162.4,163.11,46028000,-0.007439273910078148,164.97142857142856,161.9575
2021-02-12,2021,2,12,Friday,06,2021-06,162.5,164.01,161.67,163.89,46706000,0.004775969497859078,164.91357142857143,162.0241379310345
2021-02-16,2021,2,16,Tuesday,07,2021-07,162.7,165.41,162.68,163.45,51494000,-0.0026726192693009576,164.70928571428573,162.07166666666666
2021-02-17,2021,2,17,Wednesday,07,2021-07,163.18,166.05,162.98,165.43,65950000,0.012141589169594624,164.9807142857143,162.18
2021-02-18,2021,2,18,Thursday,07,2021-07,164.12,166.9,163.7,166.41,60548000,0.005920814274298136,165.30428571428573,162.3121875
2021-02-19,2021,2,19,Friday,07,2021-07,166.41,166.68,162.29,162.49,86104000,-0.023535055745747435,165.46,162.31757575757575
2021-02-22,2021,2,22,Monday,08,2021-08,160.41,161.62,158.61,159.04,70314000,-0.021280609604111933,164.8814285714286,162.22117647058826
2021-02-23,2021,2,23,Tuesday,08,2021-08,156.35,160.24,154.68,159.73,93544000,0.004326059526709614,164.21928571428572,162.15
2021-02-24,2021,2,24,Wednesday,08,2021-08,158.34,158.56,156.27,157.98,60226000,-0.010946968676518232,163.67285714285714,162.03416666666666
2021-02-25,2021,2,25,Thursday,08,2021-08,156.84,158.91,152.39,152.86,90676000,-0.03240038681954516,162.695,161.78621621621622
2021-02-26,2021,2,26,Friday,08,2021-08,154.76,156.12,151.84,154.65,85518000,0.011700387973209825,161.76928571428576,161.59842105263158
2021-03-01,2021,3,1,Monday,09,2021-09,156.39,157.48,154.9,157.31,54582000,0.017203798394717307,161.13785714285717,161.48846153846154
2021-03-02,2021,3,2,Tuesday,09,2021-09,157.17,158.18,154.36,154.73,51916000,-0.016404262105025436,160.38642857142858,161.3195
2021-03-03,2021,3,3,Wednesday,09,2021-09,154.06,155.39,149.75,150.25,79774000,-0.02893170479822993,159.3807142857143,161.04951219512193
2021-03-04,2021,3,4,Thursday,09,2021-09,150.6,152.91,147.27,148.88,109632000,-0.009128157985388907,158.3642857142857,160.7597619047619
